"","Cov.Eff.Dist","Cov.Val.Dist","Structure"
"688","Dist2","Dist8","Quasi-Nested"
"689","Dist3","Dist1","Random"
"690","Dist3","Dist2","Gleasonian"
"691","Dist3","Dist3","Quasi-Nested"
"692","Dist3","Dist4","Quasi-Nested"
"693","Dist3","Dist5","Random"
"694","Dist3","Dist6","Clementsian"
"695","Dist3","Dist7","Random"
"696","Dist3","Dist8","Quasi-Nested"
"697","Dist4","Dist1","Random"
"698","Dist4","Dist2","Clementsian"
"699","Dist4","Dist3","Nested"
"700","Dist4","Dist4","Quasi-Clementsian"
"701","Dist4","Dist5","Random"
"702","Dist4","Dist6","Clementsian"
"703","Dist4","Dist7","Quasi-Nested"
"704","Dist4","Dist8","Quasi-Nested"
"705","Dist1","Dist1","Random"
"706","Dist1","Dist2","Gleasonian"
"707","Dist1","Dist3","Random"
"708","Dist1","Dist4","Nested"
"709","Dist1","Dist5","Random"
"710","Dist1","Dist6","Gleasonian"
"711","Dist1","Dist7","Random"
"712","Dist1","Dist8","Quasi-Clementsian"
"713","Dist2","Dist1","Random"
"714","Dist2","Dist2","Clementsian"
"715","Dist2","Dist3","Quasi-Nested"
"716","Dist2","Dist4","Quasi-Nested"
"717","Dist2","Dist5","Random"
"718","Dist2","Dist6","Gleasonian"
"719","Dist2","Dist7","Quasi-Nested"
"720","Dist2","Dist8","Quasi-Nested"
"721","Dist3","Dist1","Random"
"722","Dist3","Dist2","Gleasonian"
"723","Dist3","Dist3","Quasi-Clementsian"
"724","Dist3","Dist4","Quasi-Clementsian"
"725","Dist3","Dist5","Random"
"726","Dist3","Dist6","Clementsian"
"727","Dist3","Dist7","Random"
"728","Dist3","Dist8","Quasi-Clementsian"
"729","Dist4","Dist1","Gleasonian"
"730","Dist4","Dist2","Clementsian"
"731","Dist4","Dist3","Quasi-Clementsian"
"732","Dist4","Dist4","Quasi-Nested"
"733","Dist4","Dist5","Random"
"734","Dist4","Dist6","Clementsian"
"735","Dist4","Dist7","Quasi-Nested"
"736","Dist4","Dist8","Random"
"737","Dist1","Dist1","Random"
"738","Dist1","Dist2","Clementsian"
"739","Dist1","Dist3","Random"
"740","Dist1","Dist4","Quasi-Nested"
"741","Dist1","Dist5","Random"
"742","Dist1","Dist6","Random"
"743","Dist1","Dist7","Quasi-Nested"
"744","Dist1","Dist8","Quasi-Nested"
"745","Dist2","Dist1","Random"
"746","Dist2","Dist2","Gleasonian"
"747","Dist2","Dist3","Quasi-Nested"
"748","Dist2","Dist4","Quasi-Nested"
"749","Dist2","Dist5","Random"
"750","Dist2","Dist6","Clementsian"
"751","Dist2","Dist7","Random"
"752","Dist2","Dist8","Quasi-Nested"
"753","Dist3","Dist1","Random"
"754","Dist3","Dist2","Clementsian"
"755","Dist3","Dist3","Quasi-Nested"
"756","Dist3","Dist4","Quasi-Nested"
"757","Dist3","Dist5","Random"
"758","Dist3","Dist6","Gleasonian"
"759","Dist3","Dist7","Random"
"760","Dist3","Dist8","Quasi-Clementsian"
"761","Dist4","Dist1","Clementsian"
"762","Dist4","Dist2","Clementsian"
"763","Dist4","Dist3","Quasi-Nested"
"764","Dist4","Dist4","Quasi-Nested"
"765","Dist4","Dist5","Random"
"766","Dist4","Dist6","Clementsian"
"767","Dist4","Dist7","Nested"
"768","Dist4","Dist8","Quasi-Nested"
"769","Dist1","Dist1","Random"
"770","Dist1","Dist2","Clementsian"
"771","Dist1","Dist3","Random"
"772","Dist1","Dist4","Random"
"773","Dist1","Dist5","Random"
"774","Dist1","Dist6","Gleasonian"
"775","Dist1","Dist7","Quasi-Nested"
"776","Dist1","Dist8","Quasi-Nested"
"777","Dist2","Dist1","Clementsian"
"778","Dist2","Dist2","Clementsian"
"779","Dist2","Dist3","Nested"
"780","Dist2","Dist4","Random"
"781","Dist2","Dist5","Random"
"782","Dist2","Dist6","Quasi-Clementsian"
"783","Dist2","Dist7","Quasi-Nested"
"784","Dist2","Dist8","Random"
"785","Dist3","Dist1","Random"
"786","Dist3","Dist2","Clementsian"
"787","Dist3","Dist3","Quasi-Nested"
"788","Dist3","Dist4","Quasi-Nested"
"789","Dist3","Dist5","Random"
"790","Dist3","Dist6","Clementsian"
"791","Dist3","Dist7","Clementsian"
"792","Dist3","Dist8","Quasi-Nested"
"793","Dist4","Dist1","Clementsian"
"794","Dist4","Dist2","Clementsian"
"795","Dist4","Dist3","Quasi-Nested"
"796","Dist4","Dist4","Quasi-Clementsian"
"797","Dist4","Dist5","Random"
"798","Dist4","Dist6","Clementsian"
"799","Dist4","Dist7","Quasi-Nested"
"800","Dist4","Dist8","Quasi-Nested"
"801","Dist1","Dist1","Random"
"802","Dist1","Dist2","Clementsian"
"803","Dist1","Dist3","Random"
"804","Dist1","Dist4","Quasi-Clementsian"
"805","Dist1","Dist5","Random"
"806","Dist1","Dist6","Random"
"807","Dist1","Dist7","Random"
"808","Dist1","Dist8","Quasi-Clementsian"
"809","Dist2","Dist1","Random"
"810","Dist2","Dist2","Clementsian"
"811","Dist2","Dist3","Random"
"812","Dist2","Dist4","Quasi-Nested"
"813","Dist2","Dist5","Random"
"814","Dist2","Dist6","Clementsian"
"815","Dist2","Dist7","Random"
"816","Dist2","Dist8","Quasi-Nested"
"817","Dist3","Dist1","Random"
"818","Dist3","Dist2","Quasi-Clementsian"
"819","Dist3","Dist3","Random"
"820","Dist3","Dist4","Nested"
"821","Dist3","Dist5","Random"
"822","Dist3","Dist6","Clementsian"
"823","Dist3","Dist7","Random"
"824","Dist3","Dist8","Nested"
"825","Dist4","Dist1","Gleasonian"
"826","Dist4","Dist2","Clementsian"
"827","Dist4","Dist3","Quasi-Nested"
"828","Dist4","Dist4","Random"
"829","Dist4","Dist5","Clementsian"
"830","Dist4","Dist6","Clementsian"
"831","Dist4","Dist7","Quasi-Clementsian"
"832","Dist4","Dist8","Clementsian"
"833","Dist1","Dist1","Random"
"834","Dist1","Dist2","Gleasonian"
"835","Dist1","Dist3","Random"
"836","Dist1","Dist4","Quasi-Nested"
"837","Dist1","Dist5","Checkerboard"
"838","Dist1","Dist6","Clementsian"
"839","Dist1","Dist7","Random"
"840","Dist1","Dist8","Quasi-Nested"
"841","Dist2","Dist1","Quasi-Clementsian"
"842","Dist2","Dist2","Clementsian"
"843","Dist2","Dist3","Quasi-Nested"
"844","Dist2","Dist4","Quasi-Clementsian"
"845","Dist2","Dist5","Random"
"846","Dist2","Dist6","Gleasonian"
"847","Dist2","Dist7","Quasi-Nested"
"848","Dist2","Dist8","Quasi-Nested"
"849","Dist3","Dist1","Random"
"850","Dist3","Dist2","Gleasonian"
"851","Dist3","Dist3","Random"
"852","Dist3","Dist4","Quasi-Clementsian"
"853","Dist3","Dist5","Random"
"854","Dist3","Dist6","Clementsian"
"855","Dist3","Dist7","Random"
"856","Dist3","Dist8","Nested"
"857","Dist4","Dist1","Gleasonian"
"858","Dist4","Dist2","Clementsian"
"859","Dist4","Dist3","Quasi-Nested"
"860","Dist4","Dist4","Quasi-Clementsian"
"861","Dist4","Dist5","Random"
"862","Dist4","Dist6","Clementsian"
"863","Dist4","Dist7","Quasi-Nested"
"864","Dist4","Dist8","Nested"
"865","Dist1","Dist1","Random"
"866","Dist1","Dist2","Gleasonian"
"867","Dist1","Dist3","Quasi-Nested"
"868","Dist1","Dist4","Random"
"869","Dist1","Dist5","Checkerboard"
"870","Dist1","Dist6","Clementsian"
"871","Dist1","Dist7","Random"
"872","Dist1","Dist8","Quasi-Nested"
"873","Dist2","Dist1","Random"
"874","Dist2","Dist2","Gleasonian"
"875","Dist2","Dist3","Quasi-Nested"
"876","Dist2","Dist4","Nested"
"877","Dist2","Dist5","Clementsian"
"878","Dist2","Dist6","Clementsian"
"879","Dist2","Dist7","Quasi-Nested"
"880","Dist2","Dist8","Quasi-Nested"
"881","Dist3","Dist1","Random"
"882","Dist3","Dist2","Gleasonian"
"883","Dist3","Dist3","Quasi-Clementsian"
"884","Dist3","Dist4","Random"
"885","Dist3","Dist5","Random"
"886","Dist3","Dist6","Gleasonian"
"887","Dist3","Dist7","Random"
"888","Dist3","Dist8","Quasi-Nested"
"889","Dist4","Dist1","Gleasonian"
"890","Dist4","Dist2","Clementsian"
"891","Dist4","Dist3","Clementsian"
"892","Dist4","Dist4","Random"
"893","Dist4","Dist5","Random"
"894","Dist4","Dist6","Clementsian"
"895","Dist4","Dist7","Quasi-Nested"
"896","Dist4","Dist8","Quasi-Nested"
"897","Dist1","Dist1","Random"
"898","Dist1","Dist2","Gleasonian"
"899","Dist1","Dist3","Quasi-Clementsian"
"900","Dist1","Dist4","Quasi-Nested"
"901","Dist1","Dist5","Random"
"902","Dist1","Dist6","Random"
"903","Dist1","Dist7","Random"
"904","Dist1","Dist8","Quasi-Clementsian"
"905","Dist2","Dist1","Random"
"906","Dist2","Dist2","Gleasonian"
"907","Dist2","Dist3","Quasi-Clementsian"
"908","Dist2","Dist4","Quasi-Nested"
"909","Dist2","Dist5","Random"
"910","Dist2","Dist6","Gleasonian"
"911","Dist2","Dist7","Quasi-Clementsian"
"912","Dist2","Dist8","Nested"
"913","Dist3","Dist1","Random"
"914","Dist3","Dist2","Gleasonian"
"915","Dist3","Dist3","Random"
"916","Dist3","Dist4","Random"
"917","Dist3","Dist5","Random"
"918","Dist3","Dist6","Gleasonian"
"919","Dist3","Dist7","Gleasonian"
"920","Dist3","Dist8","Nested"
"921","Dist4","Dist1","Clementsian"
"922","Dist4","Dist2","Clementsian"
"923","Dist4","Dist3","Quasi-Nested"
"924","Dist4","Dist4","Quasi-Nested"
"925","Dist4","Dist5","Random"
"926","Dist4","Dist6","Clementsian"
"927","Dist4","Dist7","Random"
"928","Dist4","Dist8","Random"
"929","Dist1","Dist1","Random"
"930","Dist1","Dist2","Clementsian"
"931","Dist1","Dist3","Random"
"932","Dist1","Dist4","Quasi-Nested"
"933","Dist1","Dist5","Random"
"934","Dist1","Dist6","Clementsian"
"935","Dist1","Dist7","Quasi-Clementsian"
"936","Dist1","Dist8","Quasi-Clementsian"
"937","Dist2","Dist1","Random"
"938","Dist2","Dist2","Clementsian"
"939","Dist2","Dist3","Quasi-Nested"
"940","Dist2","Dist4","Nested"
"941","Dist2","Dist5","Random"
"942","Dist2","Dist6","Clementsian"
"943","Dist2","Dist7","Quasi-Nested"
"944","Dist2","Dist8","Quasi-Nested"
"945","Dist3","Dist1","Clementsian"
"946","Dist3","Dist2","Clementsian"
"947","Dist3","Dist3","Quasi-Clementsian"
"948","Dist3","Dist4","Quasi-Nested"
"949","Dist3","Dist5","Random"
"950","Dist3","Dist6","Random"
"951","Dist3","Dist7","Quasi-Nested"
"952","Dist3","Dist8","Nested"
"953","Dist4","Dist1","Clementsian"
"954","Dist4","Dist2","Clementsian"
"955","Dist4","Dist3","Nested"
"956","Dist4","Dist4","Quasi-Nested"
"957","Dist4","Dist5","Random"
"958","Dist4","Dist6","Clementsian"
"959","Dist4","Dist7","Nested"
"960","Dist4","Dist8","Quasi-Nested"
"961","Dist1","Dist1","Random"
"962","Dist1","Dist2","Gleasonian"
"963","Dist1","Dist3","Quasi-Nested"
"964","Dist1","Dist4","Random"
"965","Dist1","Dist5","Random"
"966","Dist1","Dist6","Gleasonian"
"967","Dist1","Dist7","Random"
"968","Dist1","Dist8","Quasi-Clementsian"
"969","Dist2","Dist1","Clementsian"
"970","Dist2","Dist2","Clementsian"
"971","Dist2","Dist3","Quasi-Nested"
"972","Dist2","Dist4","Nested"
"973","Dist2","Dist5","Random"
"974","Dist2","Dist6","Gleasonian"
"975","Dist2","Dist7","Quasi-Clementsian"
"976","Dist2","Dist8","Nested"
"977","Dist3","Dist1","Random"
"978","Dist3","Dist2","Gleasonian"
"979","Dist3","Dist3","Quasi-Clementsian"
"980","Dist3","Dist4","Quasi-Nested"
"981","Dist3","Dist5","Random"
"982","Dist3","Dist6","Gleasonian"
"983","Dist3","Dist7","Quasi-Nested"
"984","Dist3","Dist8","Quasi-Nested"
"985","Dist4","Dist1","Gleasonian"
"986","Dist4","Dist2","Clementsian"
"987","Dist4","Dist3","Quasi-Nested"
"988","Dist4","Dist4","Random"
"989","Dist4","Dist5","Clementsian"
"990","Dist4","Dist6","Clementsian"
"991","Dist4","Dist7","Quasi-Nested"
"992","Dist4","Dist8","Quasi-Nested"
"993","Dist1","Dist1","Random"
"994","Dist1","Dist2","Clementsian"
"995","Dist1","Dist3","Random"
"996","Dist1","Dist4","Random"
"997","Dist1","Dist5","Random"
"998","Dist1","Dist6","Gleasonian"
"999","Dist1","Dist7","Nested"
"1000","Dist1","Dist8","Quasi-Clementsian"
"1001","Dist2","Dist1","Random"
"1002","Dist2","Dist2","Gleasonian"
"1003","Dist2","Dist3","Quasi-Nested"
"1004","Dist2","Dist4","Quasi-Nested"
"1005","Dist2","Dist5","Random"
"1006","Dist2","Dist6","Gleasonian"
"1007","Dist2","Dist7","Random"
"1008","Dist2","Dist8","Quasi-Nested"
"1009","Dist3","Dist1","Random"
"1010","Dist3","Dist2","Clementsian"
"1011","Dist3","Dist3","Random"
"1012","Dist3","Dist4","Quasi-Nested"
"1013","Dist3","Dist5","Random"
"1014","Dist3","Dist6","Random"
"1015","Dist3","Dist7","Quasi-Nested"
"1016","Dist3","Dist8","Quasi-Nested"
"1017","Dist4","Dist1","Clementsian"
"1018","Dist4","Dist2","Clementsian"
"1019","Dist4","Dist3","Quasi-Nested"
"1020","Dist4","Dist4","Quasi-Nested"
"1021","Dist4","Dist5","Random"
"1022","Dist4","Dist6","Clementsian"
"1023","Dist4","Dist7","Quasi-Clementsian"
"1024","Dist4","Dist8","Quasi-Nested"
"1025","Dist1","Dist1","Quasi-Clementsian"
"1026","Dist1","Dist2","Gleasonian"
"1027","Dist1","Dist3","Random"
"1028","Dist1","Dist4","Random"
"1029","Dist1","Dist5","Random"
"1030","Dist1","Dist6","Clementsian"
"1031","Dist1","Dist7","Random"
"1032","Dist1","Dist8","Random"
"1033","Dist2","Dist1","Clementsian"
"1034","Dist2","Dist2","Clementsian"
"1035","Dist2","Dist3","Quasi-Clementsian"
"1036","Dist2","Dist4","Random"
"1037","Dist2","Dist5","Random"
"1038","Dist2","Dist6","Gleasonian"
"1039","Dist2","Dist7","Random"
"1040","Dist2","Dist8","Random"
"1041","Dist3","Dist1","Clementsian"
"1042","Dist3","Dist2","Clementsian"
"1043","Dist3","Dist3","Quasi-Clementsian"
"1044","Dist3","Dist4","Nested"
"1045","Dist3","Dist5","Random"
"1046","Dist3","Dist6","Quasi-Gleasonian"
"1047","Dist3","Dist7","Random"
"1048","Dist3","Dist8","Nested"
"1049","Dist4","Dist1","Gleasonian"
"1050","Dist4","Dist2","Clementsian"
"1051","Dist4","Dist3","Nested"
"1052","Dist4","Dist4","Nested"
"1053","Dist4","Dist5","Random"
"1054","Dist4","Dist6","Clementsian"
"1055","Dist4","Dist7","Quasi-Nested"
"1056","Dist4","Dist8","Quasi-Clementsian"
"1057","Dist1","Dist1","Random"
"1058","Dist1","Dist2","Gleasonian"
"1059","Dist1","Dist3","Quasi-Nested"
"1060","Dist1","Dist4","Quasi-Nested"
"1061","Dist1","Dist5","Random"
"1062","Dist1","Dist6","Clementsian"
"1063","Dist1","Dist7","Random"
"1064","Dist1","Dist8","Quasi-Nested"
"1065","Dist2","Dist1","Random"
"1066","Dist2","Dist2","Clementsian"
"1067","Dist2","Dist3","Random"
"1068","Dist2","Dist4","Random"
"1069","Dist2","Dist5","Random"
"1070","Dist2","Dist6","Clementsian"
"1071","Dist2","Dist7","Random"
"1072","Dist2","Dist8","Quasi-Clementsian"
"1073","Dist3","Dist1","Random"
"1074","Dist3","Dist2","Gleasonian"
"1075","Dist3","Dist3","Quasi-Nested"
"1076","Dist3","Dist4","Quasi-Clementsian"
"1077","Dist3","Dist5","Random"
"1078","Dist3","Dist6","Gleasonian"
"1079","Dist3","Dist7","Random"
"1080","Dist3","Dist8","Nested"
"1081","Dist4","Dist1","Clementsian"
"1082","Dist4","Dist2","Clementsian"
"1083","Dist4","Dist3","Quasi-Nested"
"1084","Dist4","Dist4","Random"
"1085","Dist4","Dist5","Clementsian"
"1086","Dist4","Dist6","Clementsian"
"1087","Dist4","Dist7","Quasi-Nested"
"1088","Dist4","Dist8","Quasi-Nested"
"1089","Dist1","Dist1","Random"
"1090","Dist1","Dist2","Clementsian"
"1091","Dist1","Dist3","Random"
"1092","Dist1","Dist4","Quasi-Nested"
"1093","Dist1","Dist5","Random"
"1094","Dist1","Dist6","Random"
"1095","Dist1","Dist7","Random"
"1096","Dist1","Dist8","Quasi-Nested"
"1097","Dist2","Dist1","Clementsian"
"1098","Dist2","Dist2","Clementsian"
"1099","Dist2","Dist3","Quasi-Nested"
"1100","Dist2","Dist4","Quasi-Nested"
"1101","Dist2","Dist5","Random"
"1102","Dist2","Dist6","Clementsian"
"1103","Dist2","Dist7","Quasi-Clementsian"
"1104","Dist2","Dist8","Quasi-Nested"
"1105","Dist3","Dist1","Random"
"1106","Dist3","Dist2","Gleasonian"
"1107","Dist3","Dist3","Nested"
"1108","Dist3","Dist4","Random"
"1109","Dist3","Dist5","Random"
"1110","Dist3","Dist6","Random"
"1111","Dist3","Dist7","Quasi-Nested"
"1112","Dist3","Dist8","Quasi-Clementsian"
"1113","Dist4","Dist1","Clementsian"
"1114","Dist4","Dist2","Clementsian"
"1115","Dist4","Dist3","Quasi-Nested"
"1116","Dist4","Dist4","Quasi-Nested"
"1117","Dist4","Dist5","Clementsian"
"1118","Dist4","Dist6","Gleasonian"
"1119","Dist4","Dist7","Nested"
"1120","Dist4","Dist8","Random"
"1121","Dist1","Dist1","Random"
"1122","Dist1","Dist2","Gleasonian"
"1123","Dist1","Dist3","Clementsian"
"1124","Dist1","Dist4","Random"
"1125","Dist1","Dist5","Random"
"1126","Dist1","Dist6","Random"
"1127","Dist1","Dist7","Random"
"1128","Dist1","Dist8","Quasi-Nested"
"1129","Dist2","Dist1","Clementsian"
"1130","Dist2","Dist2","Gleasonian"
"1131","Dist2","Dist3","Quasi-Nested"
"1132","Dist2","Dist4","Quasi-Clementsian"
"1133","Dist2","Dist5","Random"
"1134","Dist2","Dist6","Gleasonian"
"1135","Dist2","Dist7","Quasi-Nested"
"1136","Dist2","Dist8","Quasi-Nested"
"1137","Dist3","Dist1","Random"
"1138","Dist3","Dist2","Clementsian"
"1139","Dist3","Dist3","Quasi-Nested"
"1140","Dist3","Dist4","Random"
"1141","Dist3","Dist5","Random"
"1142","Dist3","Dist6","Gleasonian"
"1143","Dist3","Dist7","Quasi-Clementsian"
"1144","Dist3","Dist8","Quasi-Nested"
"1145","Dist4","Dist1","Clementsian"
"1146","Dist4","Dist2","Clementsian"
"1147","Dist4","Dist3","Quasi-Nested"
"1148","Dist4","Dist4","Quasi-Nested"
"1149","Dist4","Dist5","Clementsian"
"1150","Dist4","Dist6","Clementsian"
"1151","Dist4","Dist7","Nested"
"1152","Dist4","Dist8","Quasi-Nested"
"1153","Dist1","Dist1","Random"
"1154","Dist1","Dist2","Clementsian"
"1155","Dist1","Dist3","Random"
"1156","Dist1","Dist4","Random"
"1157","Dist1","Dist5","Random"
"1158","Dist1","Dist6","Clementsian"
"1159","Dist1","Dist7","Random"
"1160","Dist1","Dist8","Quasi-Nested"
"1161","Dist2","Dist1","Random"
"1162","Dist2","Dist2","Clementsian"
"1163","Dist2","Dist3","Random"
"1164","Dist2","Dist4","Clementsian"
"1165","Dist2","Dist5","Random"
"1166","Dist2","Dist6","Clementsian"
"1167","Dist2","Dist7","Random"
"1168","Dist2","Dist8","Quasi-Nested"
"1169","Dist3","Dist1","Random"
"1170","Dist3","Dist2","Clementsian"
"1171","Dist3","Dist3","Clementsian"
"1172","Dist3","Dist4","Quasi-Nested"
"1173","Dist3","Dist5","Random"
"1174","Dist3","Dist6","Clementsian"
"1175","Dist3","Dist7","Quasi-Nested"
"1176","Dist3","Dist8","Quasi-Nested"
"1177","Dist4","Dist1","Gleasonian"
"1178","Dist4","Dist2","Clementsian"
"1179","Dist4","Dist3","Quasi-Nested"
"1180","Dist4","Dist4","Clementsian"
"1181","Dist4","Dist5","Clementsian"
"1182","Dist4","Dist6","Clementsian"
"1183","Dist4","Dist7","Quasi-Clementsian"
"1184","Dist4","Dist8","Quasi-Nested"
"1185","Dist1","Dist1","Random"
"1186","Dist1","Dist2","Gleasonian"
"1187","Dist1","Dist3","Random"
"1188","Dist1","Dist4","Quasi-Nested"
"1189","Dist1","Dist5","Random"
"1190","Dist1","Dist6","Clementsian"
"1191","Dist1","Dist7","Random"
"1192","Dist1","Dist8","Nested"
"1193","Dist2","Dist1","Random"
"1194","Dist2","Dist2","Clementsian"
"1195","Dist2","Dist3","Quasi-Clementsian"
"1196","Dist2","Dist4","Random"
"1197","Dist2","Dist5","Random"
"1198","Dist2","Dist6","Clementsian"
"1199","Dist2","Dist7","Quasi-Clementsian"
"1200","Dist2","Dist8","Quasi-Nested"
"1201","Dist3","Dist1","Checkerboard"
"1202","Dist3","Dist2","Clementsian"
"1203","Dist3","Dist3","Random"
"1204","Dist3","Dist4","Random"
"1205","Dist3","Dist5","Random"
"1206","Dist3","Dist6","Clementsian"
"1207","Dist3","Dist7","Quasi-Clementsian"
"1208","Dist3","Dist8","Nested"
"1209","Dist4","Dist1","Gleasonian"
"1210","Dist4","Dist2","Clementsian"
"1211","Dist4","Dist3","Quasi-Clementsian"
"1212","Dist4","Dist4","Quasi-Nested"
"1213","Dist4","Dist5","Clementsian"
"1214","Dist4","Dist6","Gleasonian"
"1215","Dist4","Dist7","Clementsian"
"1216","Dist4","Dist8","Quasi-Nested"
"1217","Dist1","Dist1","Random"
"1218","Dist1","Dist2","Gleasonian"
"1219","Dist1","Dist3","Quasi-Clementsian"
"1220","Dist1","Dist4","Random"
"1221","Dist1","Dist5","Random"
"1222","Dist1","Dist6","Clementsian"
"1223","Dist1","Dist7","Random"
"1224","Dist1","Dist8","Quasi-Nested"
"1225","Dist2","Dist1","Random"
"1226","Dist2","Dist2","Gleasonian"
"1227","Dist2","Dist3","Nested"
"1228","Dist2","Dist4","Random"
"1229","Dist2","Dist5","Random"
"1230","Dist2","Dist6","Clementsian"
"1231","Dist2","Dist7","Quasi-Nested"
"1232","Dist2","Dist8","Random"
"1233","Dist3","Dist1","Random"
"1234","Dist3","Dist2","Clementsian"
"1235","Dist3","Dist3","Random"
"1236","Dist3","Dist4","Quasi-Clementsian"
"1237","Dist3","Dist5","Random"
"1238","Dist3","Dist6","Gleasonian"
"1239","Dist3","Dist7","Quasi-Nested"
"1240","Dist3","Dist8","Quasi-Nested"
"1241","Dist4","Dist1","Gleasonian"
"1242","Dist4","Dist2","Clementsian"
"1243","Dist4","Dist3","Quasi-Nested"
"1244","Dist4","Dist4","Quasi-Nested"
"1245","Dist4","Dist5","Gleasonian"
"1246","Dist4","Dist6","Clementsian"
"1247","Dist4","Dist7","Quasi-Nested"
"1248","Dist4","Dist8","Quasi-Nested"
"1249","Dist1","Dist1","Random"
"1250","Dist1","Dist2","Gleasonian"
"1251","Dist1","Dist3","Quasi-Clementsian"
"1252","Dist1","Dist4","Quasi-Nested"
"1253","Dist1","Dist5","Random"
"1254","Dist1","Dist6","Gleasonian"
"1255","Dist1","Dist7","Random"
"1256","Dist1","Dist8","Quasi-Nested"
"1257","Dist2","Dist1","Random"
"1258","Dist2","Dist2","Clementsian"
"1259","Dist2","Dist3","Quasi-Clementsian"
"1260","Dist2","Dist4","Random"
"1261","Dist2","Dist5","Random"
"1262","Dist2","Dist6","Gleasonian"
"1263","Dist2","Dist7","Nested"
"1264","Dist2","Dist8","Quasi-Nested"
"1265","Dist3","Dist1","Random"
"1266","Dist3","Dist2","Gleasonian"
"1267","Dist3","Dist3","Quasi-Nested"
"1268","Dist3","Dist4","Quasi-Nested"
"1269","Dist3","Dist5","Random"
"1270","Dist3","Dist6","Clementsian"
"1271","Dist3","Dist7","Quasi-Nested"
"1272","Dist3","Dist8","Quasi-Clementsian"
"1273","Dist4","Dist1","Clementsian"
"1274","Dist4","Dist2","Clementsian"
"1275","Dist4","Dist3","Nested"
"1276","Dist4","Dist4","Random"
"1277","Dist4","Dist5","Clementsian"
"1278","Dist4","Dist6","Clementsian"
"1279","Dist4","Dist7","Nested"
"1280","Dist4","Dist8","Quasi-Nested"
"1281","Dist1","Dist1","Random"
"1282","Dist1","Dist2","Gleasonian"
"1283","Dist1","Dist3","Quasi-Clementsian"
"1284","Dist1","Dist4","Random"
"1285","Dist1","Dist5","Random"
"1286","Dist1","Dist6","Random"
